2024-10-10 03:10:23 - [2024-10-10 03:10:23] MonsterMonstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:44:46 - [2024-10-10 11:44:46] Monster Monstruo 324411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 11:44:54 - [2024-10-10 11:44:54] MonsterMonstruo 534411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:45:02 - [2024-10-10 11:45:02] MonsterMonstruo 4511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 11:45:10 - [2024-10-10 11:45:10] MonsterMonstruo 94511101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:47:17 - [2024-10-10 11:47:17] MonsterMonstruo 164711101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:47:19 - [2024-10-10 11:47:19] MonsterMonstruo 164711101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:47:26 - [2024-10-10 11:47:26] MonsterMonstruo 244711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 11:47:28 - [2024-10-10 11:47:28] MonsterMonstruo 264711101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:47:30 - [2024-10-10 11:47:30] MonsterMonstruo 264711101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 11:47:32 - [2024-10-10 11:47:32] MonsterMonstruo 264711101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 11:47:34 - [2024-10-10 11:47:34] MonsterMonstruo 264711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 11:47:36 - [2024-10-10 11:47:36] MonsterMonstruo 264711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 164711101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 164711101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 244711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 264711101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 264711101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 264711101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 264711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:47:48 - [2024-10-10 11:47:48] Monster Monstruo 264711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:47:50 - [2024-10-10 11:47:50] MonsterMonstruo 264711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:47:52 - [2024-10-10 11:47:52] MonsterMonstruo 264711101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:47:54 - [2024-10-10 11:47:54] MonsterMonstruo 264711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 11:47:56 - [2024-10-10 11:47:56] MonsterMonstruo 264711101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 11:47:58 - [2024-10-10 11:47:58] MonsterMonstruo 264711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 11:48:00 - [2024-10-10 11:48:00] MonsterMonstruo 274711101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:48:02 - [2024-10-10 11:48:02] MonsterMonstruo 534711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:48:04 - [2024-10-10 11:48:04] MonsterMonstruo 564711101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 264711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 264711101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 264711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 264711101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 264711101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 274711101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 534711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:48:16 - [2024-10-10 11:48:16] Monster Monstruo 564711101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:48:18 - [2024-10-10 11:48:18] MonsterMonstruo 574711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:48:20 - [2024-10-10 11:48:20] MonsterMonstruo 194811101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:48:22 - [2024-10-10 11:48:22] MonsterMonstruo 214811101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:48:26 - [2024-10-10 11:48:26] MonsterMonstruo 244811101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:48:30 - [2024-10-10 11:48:30] MonsterMonstruo 284811101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 11:48:32 - [2024-10-10 11:48:32] MonsterMonstruo 304811101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:48:34 - [2024-10-10 11:48:34] MonsterMonstruo 324811101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:48:36 - [2024-10-10 11:48:36] MonsterMonstruo 344811101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 574711101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 194811101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 214811101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 244811101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 284811101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 304811101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 324811101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:48:48 - [2024-10-10 11:48:48] Monster Monstruo 344811101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:48:56 - [2024-10-10 11:48:56] MonsterMonstruo 544811101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:49:00 - [2024-10-10 11:49:00] MonsterMonstruo 594811101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 11:51:07 - [2024-10-10 11:51:07] MonsterMonstruo 65111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:51:13 - [2024-10-10 11:51:13] MonsterMonstruo 135111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 11:51:15 - [2024-10-10 11:51:15] MonsterMonstruo 145111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] MonsterMonstruo 145111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:51:19 - [2024-10-10 11:51:19] MonsterMonstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 11:51:21 - [2024-10-10 11:51:21] MonsterMonstruo 155111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:51:23 - [2024-10-10 11:51:23] MonsterMonstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:51:25 - [2024-10-10 11:51:25] MonsterMonstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 65111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 135111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 145111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 145111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] Monster Monstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:53:05 - [2024-10-10 11:53:05] MonsterMonstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:53:09 - [2024-10-10 11:53:09] MonsterMonstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:53:13 - [2024-10-10 11:53:13] MonsterMonstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:53:17 - [2024-10-10 11:53:17] MonsterMonstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:53:19 - [2024-10-10 11:53:19] MonsterMonstruo 175311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:53:21 - [2024-10-10 11:53:21] MonsterMonstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 11:53:23 - [2024-10-10 11:53:23] MonsterMonstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 11:53:25 - [2024-10-10 11:53:25] MonsterMonstruo 255311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 45311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 85311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 125311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 155311101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 175311101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 215311101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 225311101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:53:37 - [2024-10-10 11:53:37] Monster Monstruo 255311101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:55:59 - [2024-10-10 11:55:59] MonsterMonstruo 585511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 11:56:09 - [2024-10-10 11:56:09] MonsterMonstruo 75611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 11:56:13 - [2024-10-10 11:56:13] MonsterMonstruo 115611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 11:56:15 - [2024-10-10 11:56:15] MonsterMonstruo 125611101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:56:17 - [2024-10-10 11:56:17] MonsterMonstruo 135611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 11:56:19 - [2024-10-10 11:56:19] MonsterMonstruo 185611101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 11:56:21 - [2024-10-10 11:56:21] MonsterMonstruo 205611101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 11:56:29 - [2024-10-10 11:56:29] MonsterMonstruo 285611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 585511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 75611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 115611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 125611101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 135611101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 185611101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 205611101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 11:56:41 - [2024-10-10 11:56:41] Monster Monstruo 285611101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 12:00:37 - [2024-10-10 12:00:37] MonsterMonstruo 360012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:00:43 - [2024-10-10 12:00:43] MonsterMonstruo 420012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:00:49 - [2024-10-10 12:00:49] MonsterMonstruo 480012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 12:00:53 - [2024-10-10 12:00:53] MonsterMonstruo 510012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 12:01:07 - [2024-10-10 12:01:07] MonsterMonstruo 70112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 12:01:11 - [2024-10-10 12:01:11] MonsterMonstruo 100112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 12:01:23 - [2024-10-10 12:01:23] MonsterMonstruo 220112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 12:01:35 - [2024-10-10 12:01:35] MonsterMonstruo 340112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 360012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 420012101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 480012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 510012101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 70112101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 100112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 220112101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 12:01:47 - [2024-10-10 12:01:47] Monster Monstruo 340112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 12:02:01 - [2024-10-10 12:02:01] MonsterMonstruo 590112101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:02:29 - [2024-10-10 12:02:29] MonsterMonstruo 290212101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:02:35 - [2024-10-10 12:02:35] MonsterMonstruo 350212101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 12:02:51 - [2024-10-10 12:02:51] MonsterMonstruo 500212101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 12:05:59 - [2024-10-10 12:05:59] MonsterMonstruo 580512101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 12:06:01 - [2024-10-10 12:06:01] MonsterMonstruo 10612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:06:03 - [2024-10-10 12:06:03] MonsterMonstruo 10612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 12:06:05 - [2024-10-10 12:06:05] MonsterMonstruo 10612101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 12:06:07 - [2024-10-10 12:06:07] MonsterMonstruo 60612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 12:06:15 - [2024-10-10 12:06:15] MonsterMonstruo 140612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 12:06:19 - [2024-10-10 12:06:19] MonsterMonstruo 180612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 12:06:21 - [2024-10-10 12:06:21] MonsterMonstruo 190612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:06:23 - [2024-10-10 12:06:23] MonsterMonstruo 220612101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 580512101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 10612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 190612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 10612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 10612101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 60612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 140612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 180612101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 12:06:35 - [2024-10-10 12:06:35] Monster Monstruo 220612101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 12:07:29 - [2024-10-10 12:07:29] MonsterMonstruo 280712101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:07:35 - [2024-10-10 12:07:35] MonsterMonstruo 340712101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 12:07:45 - [2024-10-10 12:07:45] MonsterMonstruo 440712101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 12:07:59 - [2024-10-10 12:07:59] MonsterMonstruo 590712101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 12:08:01 - [2024-10-10 12:08:01] MonsterMonstruo 10812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 12:08:11 - [2024-10-10 12:08:11] MonsterMonstruo 110812101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 280712101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 340712101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 440712101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 590712101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 10812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 12:08:23 - [2024-10-10 12:08:23] Monster Monstruo 110812101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 12:08:25 - [2024-10-10 12:08:25] MonsterMonstruo 240812101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 12:08:39 - [2024-10-10 12:08:39] MonsterMonstruo 380812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 12:08:43 - [2024-10-10 12:08:43] MonsterMonstruo 420812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 12:08:45 - [2024-10-10 12:08:45] MonsterMonstruo 430812101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 12:08:53 - [2024-10-10 12:08:53] MonsterMonstruo 520812101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 12:08:59 - [2024-10-10 12:08:59] MonsterMonstruo 580812101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 240812101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 380812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 420812101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 12:09:11 - [2024-10-10 12:09:11] Monster Monstruo 430812101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
