2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: NATALIA, Priority: No, Number: PROGRA, of 1, INTELIGENCIA, VELOCIDAD, LOCURA, 
2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: ALLAN, Priority: No, Number: 2, of DESTRUCCION, 
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] MonsterMonstruo 145111101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] Monster Monstruo 175111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:19 - [2024-10-10 11:51:19] The monster Monstruo 195111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:19 - [2024-10-10 11:51:19] MonsterMonstruo 155111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 11:51:20 - [2024-10-10 11:51:20] Monster Monstruo 205111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:51:21 - [2024-10-10 11:51:21] The monster Monstruo 215111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 11:51:21 - [2024-10-10 11:51:21] MonsterMonstruo 155111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:51:22 - [2024-10-10 11:51:22] The monster Monstruo 225111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
