2024-10-10 03:10:26 - [2024-10-10 03:10:26] The monster Monstruo 261003101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:17 - [2024-10-10 11:51:17] The monster Monstruo 175111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:18 - [2024-10-10 11:51:18] The monster Monstruo 185111101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:19 - [2024-10-10 11:51:19] The monster Monstruo 195111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 11:51:21 - [2024-10-10 11:51:21] The monster Monstruo 215111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:51:22 - [2024-10-10 11:51:22] The monster Monstruo 225111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:51:23 - [2024-10-10 11:51:23] The monster Monstruo 235111101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:51:25 - [2024-10-10 11:51:25] The monster Monstruo 255111101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:51:26 - [2024-10-10 11:51:26] The monster Monstruo 265111101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 11:51:27 - [2024-10-10 11:51:27] The monster Monstruo 275111101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 135111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered because inspector 1 discarded it.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 145111101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica entered because inspector 1 discarded it.
2024-10-10 11:51:37 - [2024-10-10 11:51:37] The monster Monstruo 155111101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered because inspector 1 discarded it.
2024-10-10 11:53:00 - [2024-10-10 11:53:00] The monster Monstruo 5311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 11:53:01 - [2024-10-10 11:53:01] The monster Monstruo 15311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:02 - [2024-10-10 11:53:02] The monster Monstruo 25311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:53:03 - [2024-10-10 11:53:03] The monster Monstruo 35311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:53:05 - [2024-10-10 11:53:05] The monster Monstruo 55311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:06 - [2024-10-10 11:53:06] The monster Monstruo 65311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:07 - [2024-10-10 11:53:07] The monster Monstruo 75311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:53:09 - [2024-10-10 11:53:09] The monster Monstruo 95311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:53:10 - [2024-10-10 11:53:10] The monster Monstruo 105311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:11 - [2024-10-10 11:53:11] The monster Monstruo 115311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:53:13 - [2024-10-10 11:53:13] The monster Monstruo 135311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:53:14 - [2024-10-10 11:53:14] The monster Monstruo 145311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:15 - [2024-10-10 11:53:15] The monster Monstruo 155311101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 11:53:18 - [2024-10-10 11:53:18] The monster Monstruo 185311101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 11:53:19 - [2024-10-10 11:53:19] The monster Monstruo 195311101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:53:20 - [2024-10-10 11:53:20] The monster Monstruo 205311101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:53:23 - [2024-10-10 11:53:23] The monster Monstruo 235311101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 11:53:24 - [2024-10-10 11:53:24] The monster Monstruo 245311101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 11:53:26 - [2024-10-10 11:53:26] The monster Monstruo 265311101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
